,Expediente,ID de publicación en TED,Órgano de Contratación,ID del Órgano de Contratación,Estado de la Licitación,Objeto del contrato,Financiación UE,Presupuesto base de licitación sin impuestos,Valor estimado del contrato:,Tipo de Contrato:,Código CPV,Lugar de Ejecución,Sistema de contratación,Procedimiento de contratación,Tipo de tramitación,Método de presentación de la oferta,Fecha fin de presentación de oferta,Resultado,Adjudicatario,Nº de Licitadores Presentados,Importe de Adjudicación,Lote / Descripción ,Fecha fin de presentación de solicitud
638,A31_2022_104,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de Soporte y Mantenimiento Integral de la Plataforma GIS Corporativa,No hay financiación con fondos de la UE,"149,440.00 Euros","298,880.00 Euros",Servicios,72500000-Servicios informáticos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"ESRI ESPAÑA SOLUCIONES GEOESPACIALES, S.L.",1,"74,720.00 Euros",No disponible,nan
639,237_2022_190,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio denominado ""Espazo Diverso"" dedicado a las diversidades sexuales e identidades de género en la ciudad de A Coruña, dirigido a personas y colectivos LGTBQIA+ en asuntos relacionados con la diversidad sexual, los derechos humanos y la igualdad efectiva.",No hay financiación con fondos de la UE,"183,032.94 Euros","415,614.68 Euros",Servicios,"85312300-Servicios de orientación y asesoramiento., 79952000-Servicios de eventos., 98200000-Servicios de asesoramiento sobre igualdad de oportunidades.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
640,105_2021_1714,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Gestión del Servicio de Ayuda a Domicilio, por lotes",No hay financiación con fondos de la UE,"29,205,373.69 Euros","55,288,638.56 Euros",Servicios,"85300000-Servicios de asistencia social y servicios conexos., 71356200-Servicios de asistencia técnica., 71356300-Servicios de apoyo técnico., 71730000-Servicios de inspección industrial., 71731000-Servicios de control de calidad industrial., 85310000-Servicios de asistencia social., 85312000-Servicios de asistencia social sin alojamiento., 85320000-Servicios sociales.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
641,105_2022_3749,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de Conserjería del Centro Cívico Municipal de Artesanos,No hay financiación con fondos de la UE,"69,958.11 Euros","139,916.22 Euros",Servicios,98341130-Servicios de conserjería.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,ATLANTIC PONTE 2000 S.L.U.,6,"64,950.00 Euros",No disponible,nan
642,105_2022_6494,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado abreviado para contratar el servicio de transporte por carretera en autobús para salidas socioculturales por la comunidad autónoma de Galicia,No hay financiación con fondos de la UE,"38,181.82 Euros","38,181.82 Euros",Servicios,60130000-Servicios especiales de transporte de pasajeros por carretera.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,22/12/2022 23:59,Adjudicado,"CASTROMIL, S.A",2,"37,800.00 Euros",No disponible,nan
643,861_2022_35,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Servicio de analítica de muestras de saliva de conductores para detectar la presencia de sustancias estupefacientes,No hay financiación con fondos de la UE,"9,891.28 Euros","19,782.56 Euros",Servicios,"71900000-Servicios de laboratorio., 38544000-Aparatos detectores de drogas., 71620000-Servicios de análisis., 85145000-Servicios prestados por laboratorios médicos.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,29/11/2022 23:59,Adjudicado,"CERBA INTERNACIONAL, S.A.E.",4,"6,440.00 Euros",No disponible,nan
644,GEY_2022_172,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de Video interpretación en lengua de signos para la accesibilidad y no discriminación de las personas sordas o con discapacidad auditiva a los servicios de atención ciudadana,No hay financiación con fondos de la UE,"18,195.57 Euros","72,782.28 Euros",Servicios,"79530000-Servicios de traducción., 79540000-Servicios de interpretación.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Federación de Asociacións de Persoas Xordas de Galicia,1,"18,000.00 Euros",No disponible,nan
645,231_2022_81,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Diseño y ejecución del Servicio de Clases de Español para personas extranjeras en las Bibliotecas Municipales,No hay financiación con fondos de la UE,"10,860.18 Euros","43,440.72 Euros",Servicios,80500000-Servicios de formación.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,07/12/2022 23:59,Adjudicado,LEXICA ESCUELA DE ESPAÑOL,4,"8,640.00 Euros",No disponible,nan
646,A31_2020_52,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de adecuación continua a la normativa de seguridad de la información y de protección de datos de los servicios TI municipales,"Asociado al Plan de Recuperación, Transformación y Resiliencia","105,750.00 Euros","211,500.00 Euros",Servicios,72200000-Servicios de programación de «software» y de consultoría.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Adjudicado,TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA S.L.A U,1,"105,750.00 Euros",No disponible,nan
647,831_2022_34,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Suministro de mobiliario para los dormitorios del Servicio de Extinción y Salvamento del Ayuntamiento de A Coruña,No hay financiación con fondos de la UE,"103,456.90 Euros","103,456.90 Euros",Suministros,"39143100-Muebles de dormitorio., 31524000-Accesorios para iluminación de techo o de pared., 31524210-Apliques de pared., 39112000-Sillas., 39121200-Mesas., 39143111-Somieres., 39143112-Colchones., 39143120-Muebles de dormitorio distintos de las camas y ropa de cama., 39512300-Fundas de colchones., 39515440-Persianas verticales., 44212329-Mamparas de seguridad., 45311000-Trabajos de instalación de cableado y accesorios eléctricos., 45315300-Instalaciones de suministro de electricidad., 45442180-Trabajos de renovación de pintura.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"KL-1 MOBILIARIO DE OFICINA,S.L",3,"93,111.12 Euros",No disponible,nan
648,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,389.90 Euros,389.90 Euros,Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"M.COUCEIRO LIBRERIAS, SL",3,389.90 Euros,No disponible,nan
649,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,474.45 Euros,474.45 Euros,Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,Berbiriana S.C.,3,474.45 Euros,No disponible,nan
650,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,298.03 Euros,298.03 Euros,Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"BIZKAIKO ELKAR, S.L.",3,298.03 Euros,No disponible,nan
651,236_2023_161,d48ef86b-52b1-4fe0-b2d8-e615c89e2d37,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicios de Mantenimiento de los Espacios Verdes de los Centros Educativos de Infantil y Primaria del Ayuntamiento de A Coruña,No hay financiación con fondos de la UE,"185,994.00 Euros","223,192.80 Euros",Servicios,"77311000-Servicios de mantenimiento de jardines y parques., 77310000-Servicios de plantación y mantenimiento de zonas verdes., 77314000-Servicios de mantenimiento de terrenos.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"Emprego Social, S.L.U.",4,"159,089.49 Euros",No disponible,nan
652,000_2024_33,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Es objeto del presente contrato el suministro y en su caso envío de arreglos florales varios destinados a cubrir las necesidades de protocolo y representación del Excmo. Ayuntamiento de A Coruña.,No hay financiación con fondos de la UE,"27,870.65 Euros","103,013.31 Euros",Suministros,03121210-Arreglos florales.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
653,524_2024_98,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato del patrocinio turístico publicitario del evento náutico deportivo “Semana Abanca” a celebrar en A Coruña los días 26 de octubre de 2024 y 7, 16, 17, 23 y 24 de noviembre de 2024.",No hay financiación con fondos de la UE,"34,200.00 Euros","34,200.00 Euros",Privado,"79341000-Servicios de publicidad., 79341400-Servicios de campañas de publicidad.",España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,"Triente, S.L.",1,"34,200.00 Euros",No disponible,nan
654,A31_2024_7,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Contrato de soporte y mantenimiento del software CAD Microstation (diseño asistido por computador).,No hay financiación con fondos de la UE,"123,720.00 Euros","164,960.00 Euros",Servicios,72267000-Servicios de mantenimiento y reparación de software.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"Asesoría Informática de Sistemas CAD, S.L.U.",1,"123,714.57 Euros",No disponible,nan
655,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"1,189.11 Euros","1,189.11 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,Librería Formatos S.L.,3,"1,189.11 Euros",No disponible,nan
656,105_2024_5800,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Servicio de Atención a las personas sin hogar (PSH) en el Centro de baja exigencia (CBE) municipal de A Coruña,No hay financiación con fondos de la UE,"59,966.62 Euros","59,966.62 Euros",Servicios,"85300000-Servicios de asistencia social y servicios conexos., 85310000-Servicios de asistencia social., 85312000-Servicios de asistencia social sin alojamiento., 85320000-Servicios sociales., 85322000-Programa de acción municipal., 98000000-Otros servicios comunitarios, sociales o personales.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,24/09/2024 23:59,Adjudicado,Osventos Innovación en Servizos S.L.,1,"58,767.28 Euros",No disponible,nan
657,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"3,160.69 Euros","3,160.69 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"AGROLIBER, S.L.",3,"3,160.69 Euros",No disponible,nan
658,211_2023_751,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras comprendidas en el proyecto de reforma del campo de fútbol nº1 de la Ciudad Deportiva de La Torre.,No hay financiación con fondos de la UE,"346,642.74 Euros","394,583.56 Euros",Obras,"45212290-Reparación y mantenimiento de instalaciones deportivas., 45236119-Trabajos de reparación de campos de deporte.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"OBRAS Y PAVIMENTOS ESPECIALES, S.A",4,"295,512.94 Euros",No disponible,nan
659,211_2024_601,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Servicio de organización técnica de la carrera popular Coruña 10 para el año 2024,No hay financiación con fondos de la UE,"30,523.40 Euros","47,363.40 Euros",Servicios,92622000-Servicios de organización de espectáculos deportivos.,España - A Coruña,No aplica,Negociado sin publicidad,Ordinaria,Electrónica,nan,Formalizado,Federación Galega de Atletismo,1,0.00 Euros,No disponible,nan
660,521_2023_591,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras comprendidas en el proyecto de urbanización del vial entre la avenida de la Sardiñeira y la avenida de Arteixo,No hay financiación con fondos de la UE,"2,138,727.14 Euros","2,138,727.14 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,"VÁZQUEZ Y REINO, S.L.",9,"1,874,808.21 Euros",No disponible,nan
661,231/2022/231,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Acuerdo Marco de suministro de fondos bibliográficos y audiovisuales con destino a la red municipal de bibliotecas del Ayuntamiento de A Coruña, por lotes",No hay financiación con fondos de la UE,"3,726.99 Euros","3,726.99 Euros",Suministros,22113000-Libros para biblioteca.,España - A Coruña,Contrato basado en un Acuerdo Marco,Abierto,Ordinaria,Electrónica,nan,Adjudicado,LIBRERIA AZETA,3,"3,726.99 Euros",No disponible,nan
662,521_2023_926,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Procedimiento abierto simplificado para la contratación de las obras de ampliación del área infantil Abogacía,No hay financiación con fondos de la UE,"122,313.15 Euros","122,313.15 Euros",Obras,"45212100-Trabajos de construcción de instalaciones de ocio., 43325000-Equipo para parques y áreas de juego.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,Jardineria Arce S.L.,7,"104,577.75 Euros",No disponible,nan
663,236_2024_82,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Servicio de apoyo a la celaduría en los centros de Educación Infantil y Primaria (CEIP´s) de A Coruña,No hay financiación con fondos de la UE,"25,101.54 Euros","50,203.07 Euros",Servicios,"98341120-Servicios de portería., 98341130-Servicios de conserjería.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,14/06/2024 23:59,Adjudicado,ANDANZA EMPLEA S.L,1,"25,101.54 Euros",No disponible,nan
664,521_2022_1023,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras de conexión de los carriles bici del Paseo Marítimo y del Cantón Grande - Presupuestos Participativos 2021,No hay financiación con fondos de la UE,"86,512.52 Euros","86,512.52 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,"CITANIAS OBRAS Y SERVICIOS, S.L.U.",1,"79,790.50 Euros",No disponible,nan
665,521_2024_15,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Obras de ampliación del área infantil de la plaza de San Cristóbal. Presupuestos Participativos 2022 - Propuesta 4030,No hay financiación con fondos de la UE,"50,412.35 Euros","50,412.35 Euros",Obras,"45212100-Trabajos de construcción de instalaciones de ocio., 43325000-Equipo para parques y áreas de juego.",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,06/05/2024 23:59,Adjudicado,Jardineria Arce S.L.,5,"47,639.67 Euros",No disponible,nan
